s,latitude,longitude,source
9/20/2017 0:00,28.00823344,85.04551071,Dataset_BC_Admin
10/12/2017 0:00,27.76984789,85.2547771,Dataset_BC_Admin
10/13/2017 0:00,27.76039003,85.24708401,Dataset_BC_Admin
11/25/2017 0:00,27.46367067,85.32381791,Dataset_BC_Admin
11/26/2017 0:00,27.46687309,85.31767638,Dataset_BC_Admin
2/15/2018 0:00,27.93122211,84.92223023,Dataset_BC_Admin
2/16/2018 0:00,27.94704716,84.89159598,Dataset_BC_Admin
3/13/2018 0:00,27.64717866,86.35206897,Dataset_BC_Admin
3/14/2018 0:00,27.69094277,86.35773464,Dataset_BC_Admin
5/20/2018 0:00,27.76353297,84.49738322,Dataset_BC_Admin
5/22/2018 0:00,27.6191711,86.12548926,Dataset_BC_Admin
5/23/2018 0:00,27.6284437,86.17824754,Dataset_BC_Admin
5/29/2018 0:00,27.46525298,85.31676271,Dataset_BC_Admin
5/30/2018 0:00,27.45169173,85.32829041,Dataset_BC_Admin
6/3/2018 0:00,27.57826898,84.50846202,Dataset_BC_Admin
6/16/2018 0:00,27.60149549,85.37912376,Dataset_BC_Admin
6/16/2018 0:00,28.02111052,85.0470202,Dataset_BC_Admin
6/16/2018 0:00,27.34263125,85.99505551,Dataset_BC_Admin
6/17/2018 0:00,27.5743861,84.4977639,Dataset_BC_Admin
6/17/2018 0:00,27.68836667,85.32511406,Dataset_BC_Admin
6/17/2018 0:00,28.00885325,85.0393497,Dataset_BC_Admin
6/17/2018 0:00,27.3406046,85.9844382,Dataset_BC_Admin
6/17/2018 0:00,27.61523362,85.38959885,Dataset_BC_Admin
6/18/2018 0:00,27.68829512,85.31790076,Dataset_BC_Admin
6/26/2018 0:00,27.92945901,84.83300265,Dataset_BC_Admin
6/26/2018 0:00,27.7641329,85.22374735,Dataset_BC_Admin
6/26/2018 0:00,28.11104902,84.93167008,Dataset_BC_Admin
6/27/2018 0:00,27.76698072,85.21085769,Dataset_BC_Admin
6/27/2018 0:00,28.08199146,84.92977948,Dataset_BC_Admin
6/27/2018 0:00,27.92067684,84.82626756,Dataset_BC_Admin
7/3/2018 0:00,27.11923258,86.14128807,Dataset_BC_Admin
7/4/2018 0:00,27.14665973,86.16475805,Dataset_BC_Admin
7/8/2018 0:00,27.78941041,85.60686454,Dataset_BC_Admin
7/9/2018 0:00,27.72837022,86.03015657,Dataset_BC_Admin
7/9/2018 0:00,28.01279743,85.00009479,Dataset_BC_Admin
7/9/2018 0:00,27.53498897,86.18938451,Dataset_BC_Admin
7/10/2018 0:00,27.55830827,86.36812497,Dataset_BC_Admin
7/10/2018 0:00,27.36405703,86.03597478,Dataset_BC_Admin
7/10/2018 0:00,27.71020646,86.04265178,Dataset_BC_Admin
7/10/2018 0:00,27.51203851,86.1863464,Dataset_BC_Admin
7/10/2018 0:00,28.00569388,85.03175896,Dataset_BC_Admin
7/10/2018 0:00,27.41252481,85.93257666,Dataset_BC_Admin
7/11/2018 0:00,28.00552562,85.08671088,Dataset_BC_Admin
7/11/2018 0:00,27.35346402,86.00012321,Dataset_BC_Admin
7/11/2018 0:00,27.5609206,86.36587437,Dataset_BC_Admin
7/11/2018 0:00,27.41850953,85.93024339,Dataset_BC_Admin
7/11/2018 0:00,27.69150004,85.48878757,Dataset_BC_Admin
7/11/2018 0:00,28.00620058,85.01786871,Dataset_BC_Admin
7/11/2018 0:00,27.67720911,85.86888466,Dataset_BC_Admin
7/12/2018 0:00,28.00044448,85.07757578,Dataset_BC_Admin
7/12/2018 0:00,27.67230967,85.43245148,Dataset_BC_Admin
7/12/2018 0:00,28.01443365,85.00599868,Dataset_BC_Admin
7/12/2018 0:00,27.69401395,85.51207979,Dataset_BC_Admin
7/12/2018 0:00,28.16998561,85.29235266,Dataset_BC_Admin
7/13/2018 0:00,27.7017946,85.47610048,Dataset_BC_Admin
7/13/2018 0:00,28.02353331,85.01227941,Dataset_BC_Admin
7/13/2018 0:00,27.49849782,86.12201841,Dataset_BC_Admin
7/13/2018 0:00,28.16349909,85.31382373,Dataset_BC_Admin
7/13/2018 0:00,27.54862971,86.16962537,Dataset_BC_Admin
7/13/2018 0:00,27.67272656,85.43157158,Dataset_BC_Admin
7/13/2018 0:00,27.61413386,86.15907009,Dataset_BC_Admin
7/14/2018 0:00,27.52549877,86.20368918,Dataset_BC_Admin
7/14/2018 0:00,28.02139607,85.01602627,Dataset_BC_Admin
7/14/2018 0:00,27.69945608,85.48508684,Dataset_BC_Admin
7/14/2018 0:00,27.62409842,86.17674647,Dataset_BC_Admin
7/14/2018 0:00,27.51376732,86.12395723,Dataset_BC_Admin
7/16/2018 0:00,27.91834654,85.13365827,Dataset_BC_Admin
7/17/2018 0:00,27.91825529,85.13752049,Dataset_BC_Admin
7/18/2018 0:00,27.99563326,85.17519345,Dataset_BC_Admin
7/18/2018 0:00,28.00266961,85.13111371,Dataset_BC_Admin
7/18/2018 0:00,28.002549,85.13572798,Dataset_BC_Admin
7/18/2018 0:00,28.00731327,85.08799554,Dataset_BC_Admin
7/19/2018 0:00,27.99033007,85.14092732,Dataset_BC_Admin
7/19/2018 0:00,27.98605777,85.11643927,Dataset_BC_Admin
7/19/2018 0:00,27.99099671,85.16228368,Dataset_BC_Admin
7/19/2018 0:00,27.99071238,85.14106906,Dataset_BC_Admin
7/24/2018 0:00,27.55645225,85.39255382,Dataset_BC_Admin
7/24/2018 0:00,27.7281582,85.21966844,Dataset_BC_Admin
7/24/2018 0:00,27.48181529,85.2920631,Dataset_BC_Admin
7/25/2018 0:00,27.54124886,85.37436379,Dataset_BC_Admin
7/25/2018 0:00,27.50473842,85.29679055,Dataset_BC_Admin
7/25/2018 0:00,28.05564169,85.1854916,Dataset_BC_Admin
7/25/2018 0:00,27.71278812,85.19732496,Dataset_BC_Admin
7/26/2018 0:00,28.01984365,85.18723266,Dataset_BC_Admin
7/27/2018 0:00,27.42254766,85.91643509,Dataset_BC_Admin
7/27/2018 0:00,27.99098367,85.08610274,Dataset_BC_Admin
7/28/2018 0:00,27.98686934,85.59445158,Dataset_BC_Admin
7/28/2018 0:00,27.38955931,85.94335284,Dataset_BC_Admin
7/28/2018 0:00,27.99456221,85.10700235,Dataset_BC_Admin
8/1/2018 0:00,27.76992441,84.67091199,Dataset_BC_Admin
8/2/2018 0:00,28.03526428,85.24112258,Dataset_BC_Admin
8/2/2018 0:00,27.816054,84.62619546,Dataset_BC_Admin
8/3/2018 0:00,28.02410212,85.23497115,Dataset_BC_Admin
8/5/2018 0:00,27.9942212,85.1558619,Dataset_BC_Admin
8/5/2018 0:00,27.66729687,85.43173075,Dataset_BC_Admin
8/5/2018 0:00,28.00809392,85.05638124,Dataset_BC_Admin
8/6/2018 0:00,28.01460363,85.17399643,Dataset_BC_Admin
8/6/2018 0:00,28.05871291,85.06800426,Dataset_BC_Admin
8/6/2018 0:00,27.67215996,85.43029033,Dataset_BC_Admin
8/7/2018 0:00,27.63268562,86.17346154,Dataset_BC_Admin
8/7/2018 0:00,27.93486117,85.60494113,Dataset_BC_Admin
8/7/2018 0:00,27.89144772,85.62330928,Dataset_BC_Admin
8/8/2018 0:00,27.62107893,86.12584843,Dataset_BC_Admin
8/14/2018 0:00,27.99673435,85.58461851,Dataset_BC_Admin
8/15/2018 0:00,28.05936667,85.17468634,Dataset_BC_Admin
8/16/2018 0:00,28.00808031,85.106358,Dataset_BC_Admin
8/16/2018 0:00,28.04908692,85.1653732,Dataset_BC_Admin
8/16/2018 0:00,27.91987571,84.8149109,Dataset_BC_Admin
8/17/2018 0:00,27.98599215,85.0948381,Dataset_BC_Admin
8/17/2018 0:00,27.92196553,84.80941493,Dataset_BC_Admin
8/17/2018 0:00,27.99659906,85.16779848,Dataset_BC_Admin
8/17/2018 0:00,27.77808854,85.38691696,Dataset_BC_Admin
8/17/2018 0:00,28.03781343,85.0495218,Dataset_BC_Admin
8/18/2018 0:00,27.98153623,85.15497396,Dataset_BC_Admin
8/18/2018 0:00,27.76554314,85.38661258,Dataset_BC_Admin
8/18/2018 0:00,27.74874209,85.3884208,Dataset_BC_Admin
8/19/2018 0:00,27.7428778,85.38336495,Dataset_BC_Admin
8/23/2018 0:00,27.72607072,85.37493101,Dataset_BC_Admin
8/23/2018 0:00,28.04572496,85.17274283,Dataset_BC_Admin
8/24/2018 0:00,27.72951019,85.37494605,Dataset_BC_Admin
