S.No.,district,municipality,ward,Incident Place,event_date,Incident,,,,,,,,
2270,Ilam,Sandakpur Rural Municipality,4,Tintale,7/7/2021,Landslide,,,,,,,,
2271,Gulmi,Ruru Rural Municipality,4,Chautara,8/7/2021,Landslide,,,,,,,,
2272,Palpa,Tinau Rural Municipality,5,Gittikhani,8/7/2021,Landslide,,,,,,,,
2273,Palpa,Nisdi Rural Municipality,4,Mudhabas,8/7/2021,Landslide,,,,,,,,
2274,Kaski,Pokharalekhnath Metropolitan City,33,Baghmara,8/7/2021,Landslide,,,,,,,,
2275,Tanahu,Rishing Rural Municipality,8,Majhkot,8/7/2021,Landslide,,,,,,,,
2276,Tanahu,Rishing Rural Municipality,7,Dadhiban,8/7/2021,Landslide,,,,,,,,
2277,Ilam,Sandakpur Rural Municipality,3,Bhirgaun,8/7/2021,Landslide,,,,,,,,
2278,Kathmandu,Kathmandu Metropolitan City,14,Kalanki,9/7/2021,Landslide,,,,,,,,
2279,Solukhumbu,Thulung Dudhkoshi Rural Municipality,9,,9/7/2021,Landslide,,,,,,,,
2280,Darchula,Naugad Rural Municipality,3,Javamire,10/7/2021,Landslide,,,,,,,,
2281,Bajura,Badimalika Municipality,4,Olina,10/7/2021,Landslide,,,,,,,,
2282,Nuwakot,Tadi Rural Municipality,3,Kharanitar,10/7/2021,Landslide,,,,,,,,
2283,Dolakha,Gaurishankar Rural Municipality,2,Jungu,10/7/2021,Landslide,,,,,,,,
2284,Dolakha,Bhimeshwor Municipality,6,Chithang,10/7/2021,Landslide,,,,,,,,
2285,Doti,Sayal Rural Municipality,1,Kauradi Gaitola,11/7/2021,Landslide,,,,,,,,
2286,Khotang,Halesituwachung Municipality,11,,11/7/2021,Landslide,,,,,,,,
2287,Palpa,Tansen Municipality,8,Gaudepul,12/7/2021,Landslide,,,,,,,,
2288,Baglung,Nisikhola Rural Municipality,5,Khalbang,14/07/2021,Landslide,,,,,,,,
2289,Darchula,Vyans Rural Municipality,2,Ralpa,15/07/2021,Landslide,,,,,,,,
2290,Kaski,Pokharalekhnath Metropolitan City,25,Hemja,15/07/2021,Landslide,,,,,,,,
2291,Palpa,Tinau Rural Municipality,6,Dumre,16/07/2021,Landslide,,,,,,,,
2292,Baglung,Baglung Municipality,3,Hadepakha,16/07/2021,Landslide,,,,,,,,
2293,Nawalparasi (Bardghat Susta East),Baudikali Rural Municipality,1,Minangtole,18/07/2021,Landslide,,,,,,,,
2294,Okhaldhunga,Khijidemba Rural Municipality,8,Bhusinga,18/07/2021,Landslide,,,,,,,,
2295,Bhojpur,Shadananda Municipality,10,Majhuwa,18/07/2021,Landslide,,,,,,,,
2296,Salyan,Bangadkupinde Municipality,11,Gangate,21/07/2021,Landslide,,,,,,,,
2297,Nuwakot,Dupcheshwor Rural Municipality,7,Shikerbashi,21/07/2021,Landslide,,,,,,,,
2298,Solukhumbu,Mapya Dudhkoshi Rural Municipality,7,,21/07/2021,Landslide,,,,,,,,
2299,Solukhumbu,Thulung Dudhkoshi Rural Municipality,3,,21/07/2021,Landslide,,,,,,,,
2300,Bajura,Budhiganga Municipality,3,basali,22/07/2021,Landslide,,,,,,,,
2301,Udayapur,Udayapurgadhi Rural Municipality,4,Jalkani,22/07/2021,Landslide,,,,,,,,
2302,Solukhumbu,Mapya Dudhkoshi Rural Municipality,6,,22/07/2021,Landslide,,,,,,,,
2303,Panchthar,Hilihang Rural Municipality,5,Suvang,22/07/2021,Landslide,,,,,,,,
2304,Kalikot,Khandachakra Municipality,2,Hulma,23/07/2021,Landslide,,,,,,,,
2305,Baitadi,Dilasaini Rural Municipality,2,Chhepatta,25/07/2021,Landslide,,,,,,,,
2306,Nuwakot,Shivapuri Rural Municipality,6,Gurung Gau,25/07/2021,Landslide,,,,,,,,
2307,Sindhupalchowk,Bhotekoshi Rural Municipality,4,,26/07/2021,Landslide,,,,,,,,
2308,Bajura,Gaumul Rural Municipality,2,Kuduha,28/07/2021,Landslide,,,,,,,,
2309,Kalikot,Narharinath Rural Municipality,6,kabharrukha,28/07/2021,Landslide,,,,,,,,
2310,Rolpa,Madi Rural Municipality,6,halig,28/07/2021,Landslide,,,,,,,,
2311,Rukum East,Bhume Rural Municipality,2,saipatug,29/07/2021,Landslide,,,,,,,,
2312,Ramechhap,Khandadevi Rural Municipality,9,Pinkhuri,29/07/2021,Landslide,,,,,,,,
2313,Makwanpur,Indrasarowar Rural Municipality,3,Thingdanda,30/07/2021,Landslide,,,,,,,,
2314,Nuwakot,Bidur Municipality,1,Bandre,30/07/2021,Landslide,,,,,,,,
2315,Ramechhap,Doramba Rural Municipality,7,Doblam,30/07/2021,Landslide,,,,,,,,
2316,Bajura,Swamikartik Khaapar Rural Municipality,5,Migu,2/8/2021,Landslide,,,,,,,,
2317,Rolpa,Gangadev Rural Municipality,1,Khatigaun,2/8/2021,Landslide,,,,,,,,
2318,Palpa,Tinau Rural Municipality,3,siddhibaba,2/8/2021,Landslide,,,,,,,,
2319,Rukum West,Musikot Municipality,3,Kharkhare,5/8/2021,Landslide,,,,,,,,
2320,Gorkha,Chumanuwri Rural Municipality,6,Lokpa,5/8/2021,Landslide,,,,,,,,
2321,Palpa,Tinau Rural Municipality,3,Hedbox,10/8/2021,Landslide,,,,,,,,
2322,Rasuwa,Gosaikunda Rural Municipality,4,,10/8/2021,Landslide,,,,,,,,
2323,Pyuthan,Mallarani Rural Municipality,1,Chudarikhola,11/8/2021,Landslide,,,,,,,,
2324,Jumla,Tatopani Rural Municipality,7,,12/8/2021,Landslide,,,,,,,,
2325,Gulmi,Malika Rural Municipality,2,Patakharka,12/8/2021,Landslide,,,,,,,,
2326,Bhaktapur,Changunarayan Municipality,4,Pokhregaun,12/8/2021,Landslide,,,,,,,,
2327,Rolpa,Runtigadhi Rural Municipality,5,Dubidada,13/08/2021,Landslide,,,,,,,,
2328,Arghakhanchi,Panini Rural Municipality,5,Maidan,13/08/2021,Landslide,,,,,,,,
2329,Nuwakot,Tadi Rural Municipality,6,,14/08/2021,Landslide,,,,,,,,
2330,Pyuthan,Airawati Rural Municipality,1,Dumredanda,15/08/2021,Landslide,,,,,,,,
2331,Rukum East,Bhume Rural Municipality,8,Pachhawang,15/08/2021,Landslide,,,,,,,,
2332,Makwanpur,Kailash Rural Municipality,8,Pakhresiude,15/08/2021,Landslide,,,,,,,,
2333,Pyuthan,Naubahini Rural Municipality,5,,19/08/2021,Landslide,,,,,,,,
2334,Parbat,Jaljala Rural Municipality,3,kalipula,19/08/2021,Landslide,,,,,,,,
2335,Gorkha,Chumanuwri Rural Municipality,6,Chumling,19/08/2021,Landslide,,,,,,,,
2336,Nuwakot,Belkotgadhi Municipality,5,kaldharu,19/08/2021,Landslide,,,,,,,,
2337,Nuwakot,Kakani Rural Municipality,5,OKharpauwa,19/08/2021,Landslide,,,,,,,,
2338,Rasuwa,Naukunda Rural Municipality,5,kodadha,19/08/2021,Landslide,,,,,,,,
2339,Dadeldhura,Aalital Rural Municipality,1,,20/08/2021,Landslide,,,,,,,,
2340,Makwanpur,Bhimphedi Rural Municipality,3,phandra,20/08/2021,Landslide,,,,,,,,
2341,Bhojpur,Salpasilichho Rural Municipality,6,Thumlung,20/08/2021,Landslide,,,,,,,,
2342,Rolpa,Sunchhahari Rural Municipality,1,Phulib,21/08/2021,Landslide,,,,,,,,
2343,Dailekh,Gurans Rural Municipality,1,Mainakhola,25/08/2021,Landslide,,,,,,,,
2344,Rolpa,Rolpa Municipality,7,Nimri,25/08/2021,Landslide,,,,,,,,
2345,Doti,Jorayal Rural Municipality,2,Ulje,26/08/2021,Landslide,,,,,,,,
2346,Bhojpur,Shadananda Municipality,6,Salmatole,26/08/2021,Landslide,,,,,,,,
2347,Nawalparasi (Bardghat Susta East),Hupsekot Rural Municipality,4,Matillo Char,27/08/2021,Landslide,,,,,,,,
2348,Udayapur,Katari Municipality,2,Milan Choke,27/08/2021,Landslide,,,,,,,,
2349,Kailali,Godawari Municipality,4,Dogade,28/08/2021,Landslide,,,,,,,,
2350,Bajhang,Kedarasyu Rural Municipality,5,Chaudandi,28/08/2021,Landslide,,,,,,,,
2351,Darchula,Marma Rural Municipality,1,thada gholcjer,29/08/2021,Landslide,,,,,,,,
2352,Surkhet,Barahatal Rural Municipality,2,pakpa,29/08/2021,Landslide,,,,,,,,
2353,Palpa,Tansen Municipality,8,dumaredanda,29/08/2021,Landslide,,,,,,,,
2354,Shyanja,Galyang Municipality,1,ramdi,29/08/2021,Landslide,,,,,,,,
2355,Kavrepalanchowk,Roshi Rural Municipality,7,katunje,29/08/2021,Landslide,,,,,,,,
2356,Darchula,Duhun Rural Municipality,5,dalla,30/08/2021,Landslide,,,,,,,,
2357,Darchula,Duhun Rural Municipality,1,baspani,30/08/2021,Landslide,,,,,,,,
2358,Palpa,Ribdikot Rural Municipality,4,hatiya,30/08/2021,Landslide,,,,,,,,
2359,Nuwakot,Kakani Rural Municipality,2,kaule,30/08/2021,Landslide,,,,,,,,
2360,Arghakhanchi,Panini Rural Municipality,7,jhandrek,31/08/2021,Landslide,,,,,,,,
2361,Nuwakot,Suryagadhi Rural Municipality,2,phatpur,31/08/2021,Landslide,,,,,,,,
2362,Darchula,Duhun Rural Municipality,5,dalla,1/9/2021,Landslide,,,,,,,,
2363,Kaski,Pokharalekhnath Metropolitan City,20,bhamalam,1/9/2021,Landslide,,,,,,,,
2364,Sindhuli,Golanjor Rural Municipality,6,Hayaya,1/9/2021,Landslide,,,,,,,,
2365,Kaski,Pokharalekhnath Metropolitan City,20,Bhalam,2/9/2021,Landslide,,,,,,,,
2366,Kaski,Pokharalekhnath Metropolitan City,11,,2/9/2021,Landslide,,,,,,,,
2367,Baglung,Bareng Rural Municipality,3,Bhirkatari,3/9/2021,Landslide,,,,,,,,
2368,Parbat,Modi Rural Municipality,5,Ambote,3/9/2021,Landslide,,,,,,,,
2369,Parbat,Kushma Municipality,11,Simli,3/9/2021,Landslide,,,,,,,,
2370,Parbat,Kushma Municipality,3,Durlung,3/9/2021,Landslide,,,,,,,,
2371,Taplejung,Meringden Rural Municipality,5,Yakhopcha,3/9/2021,Landslide,,,,,,,,
2372,Rukum West,Musikot Municipality,7,Gyankhola,5/9/2021,Landslide,,,,,,,,
2373,Taplejung,Sidingba Rural Municipality,8,saphithug,5/9/2021,Landslide,,,,,,,,
2374,Jajarkot,Nalgaad Municipality,5,Dhadsirke,6/9/2021,Landslide,,,,,,,,
2375,Rolpa,Rolpa Municipality,10,Bamla,6/9/2021,Landslide,,,,,,,,
2376,Kavrepalanchowk,Banepa Municipality,1,Dulalgau,6/9/2021,Landslide,,,,,,,,
2377,Kavrepalanchowk,Banepa Municipality,2,Ghimiregau,6/9/2021,Landslide,,,,,,,,
2378,Kathmandu,Gokarneshwor Municipality,3,sunthakhani,7/9/2021,Landslide,,,,,,,,
2379,Jajarkot,Chhedagad Municipality,11,Melkhani,8/9/2021,Landslide,,,,,,,,
2380,Bajura,Budhinanda Municipality,34,Chamarya,21/09/2021,Landslide,,,,,,,,
2381,Jajarkot,Bheri Municipality,2,Gard Ransi,21/09/2021,Landslide,,,,,,,,
2382,Kalikot,Sannitriveni Rural Municipality,8,,21/09/2021,Landslide,,,,,,,,
2383,Gulmi,Reshunga Municipality,8,Thumka,22/09/2021,Landslide,,,,,,,,
2384,Gulmi,Reshunga Municipality,10,Mohorai,22/09/2021,Landslide,,,,,,,,
2385,Shyanja,Kaligandaki Rural Municipality,7,Aadhimuhan,26/09/2021,Landslide,,,,,,,,
2386,Darchula,Marma Rural Municipality,5,gulfa,29/09/2021,Landslide,,,,,,,,
2387,Darchula,Mahakali Municipality,2,Badha gau,18/10/2021,Landslide,,,,,,,,
2388,Doti,Sayal Rural Municipality,5,,18/10/2021,Landslide,,,,,,,,
2389,Bajhang,Bitthadchir Rural Municipality,5,Boharatole,18/10/2021,Landslide,,,,,,,,
2390,Kailali,Bhajani Municipality,8,khirejagatol,19/10/2021,Landslide,,,,,,,,
2391,Dadeldhura,Ganyapadhura Rural Municipality,1,Bhatkada,19/10/2021,Landslide,,,,,,,,
2392,Dadeldhura,Amargadhi Municipality,1,Tadipate,19/10/2021,Landslide,,,,,,,,
2393,Dadeldhura,Ganyapadhura Rural Municipality,3,,19/10/2021,Landslide,,,,,,,,
2394,Baitadi,Sunarya Rural Municipality,5,Bistapali,19/10/2021,Landslide,,,,,,,,
2395,Baitadi,Shivanath Rural Municipality,6,,19/10/2021,Landslide,,,,,,,,
2396,Doti,Jorayal Rural Municipality,3,,19/10/2021,Landslide,,,,,,,,
2397,Doti,Shikhar Municipality,11,Barbata,19/10/2021,Landslide,,,,,,,,
2398,Doti,Sayal Rural Municipality,6,,19/10/2021,Landslide,,,,,,,,
2399,Doti,Jorayal Rural Municipality,4,Saigada,19/10/2021,Landslide,,,,,,,,
2400,Doti,Jorayal Rural Municipality,3,Nawalpur,19/10/2021,Landslide,,,,,,,,
2401,Doti,Sayal Rural Municipality,4,,19/10/2021,Landslide,,,,,,,,
2402,Doti,Bogatan Rural Municipality,5,upallagaum,19/10/2021,Landslide,,,,,,,,
2403,Doti,Sayal Rural Municipality,1,,19/10/2021,Landslide,,,,,,,,
2404,Doti,Kisingh Rural Municipality,4,Gauradi,19/10/2021,Landslide,,,,,,,,
2405,Bajhang,Jayaprithvi Municipality,2,,19/10/2021,Landslide,,,,,,,,
2406,Bajhang,Jayaprithvi Municipality,9,,19/10/2021,Landslide,,,,,,,,
2407,Bajhang,Jayaprithvi Municipality,3,,19/10/2021,Landslide,,,,,,,,
2408,Bajhang,Thalara Rural Municipality,4,Dhikla,19/10/2021,Landslide,,,,,,,,
2409,Bajura,Budhiganga Municipality,6,,19/10/2021,Landslide,,,,,,,,
2410,Kalikot,Raskot Municipality,8,pataliwada,19/10/2021,Landslide,,,,,,,,
2411,Humla,Kharpunath Rural Municipality,5,Kharegaun,19/10/2021,Landslide,,,,,,,,
2412,Humla,Kharpunath Rural Municipality,4,,19/10/2021,Landslide,,,,,,,,
2413,Mugu,Khatyad Rural Municipality,4,pikhu,19/10/2021,Landslide,,,,,,,,
2414,Sunsari,Itahari Submetropolitan City,5,,19/10/2021,Landslide,,,,,,,,
2415,Sunsari,Dharan Submetropolitan City,20,Khairekhola,19/10/2021,Landslide,,,,,,,,
2416,Dhankuta,Choubise Rural Municipality,1,Mulpani,19/10/2021,Landslide,,,,,,,,
2417,Shankhuwasabha,Chainpur Municipality,11,,19/10/2021,Landslide,,,,,,,,
2418,Ilam,Suryodaya Municipality,3,Melbote,19/10/2021,Landslide,,,,,,,,
2419,Ilam,Phakphokthum Rural Municipality,3,Salleri,19/10/2021,Landslide,,,,,,,,
2420,Ilam,Mansebung Rural Municipality,6,Chisopani,19/10/2021,Landslide,,,,,,,,
2421,Ilam,Phakphokthum Rural Municipality,1,Tengepur,19/10/2021,Landslide,,,,,,,,
2422,Ilam,Mansebung Rural Municipality,7,,19/10/2021,Landslide,,,,,,,,
2423,Panchthar,Phidim Municipality,13,,19/10/2021,Landslide,,,,,,,,
2424,Panchthar,Phalgunanda Rural Municipality,4,,19/10/2021,Landslide,,,,,,,,
2425,Panchthar,Kummayak Rural Municipality,2,,19/10/2021,Landslide,,,,,,,,
2426,Panchthar,Miklajung Rural Municipality,5,,19/10/2021,Landslide,,,,,,,,
2427,Panchthar,Phalgunanda Rural Municipality,3,,19/10/2021,Landslide,,,,,,,,
2428,Panchthar,Miklajung Rural Municipality,1,,19/10/2021,Landslide,,,,,,,,
2429,Panchthar,Phidim Municipality,6,,19/10/2021,Landslide,,,,,,,,
2430,Panchthar,Miklajung Rural Municipality,4,,19/10/2021,Landslide,,,,,,,,
2431,Panchthar,Miklajung Rural Municipality,7,,19/10/2021,Landslide,,,,,,,,
2432,Panchthar,Miklajung Rural Municipality,2,,19/10/2021,Landslide,,,,,,,,
2433,Dadeldhura,Bhageshwor Rural Municipality,4,,20/10/2021,Landslide,,,,,,,,
2434,Dadeldhura,Ganyapadhura Rural Municipality,2,,20/10/2021,Landslide,,,,,,,,
2435,Baitadi,Purchaudi Municipality,6,,20/10/2021,Landslide,,,,,,,,
2436,Baitadi,Dogdakedar Rural Municipality,2,,20/10/2021,Landslide,,,,,,,,
2437,Doti,Sayal Rural Municipality,,,20/10/2021,Landslide,,,,,,,,
2438,Doti,Others,,,20/10/2021,Landslide,,,,,,,,
2439,Bajhang,Bungal Municipality,6,,20/10/2021,Landslide,,,,,,,,
2440,Bajhang,Khaptadchhanna Rural Municipality,4,pasalbagar,20/10/2021,Landslide,,,,,,,,
2441,Bajhang,Bitthadchir Rural Municipality,7,Subakot,20/10/2021,Landslide,,,,,,,,
2442,Bajura,Khaptad Chhededaha Rural Municipality,5,patal,20/10/2021,Landslide,,,,,,,,
2443,Bajura,Khaptad Chhededaha Rural Municipality,5,kaklukheti,20/10/2021,Landslide,,,,,,,,
2444,Bajura,Badimalika Municipality,3,siradi,20/10/2021,Landslide,,,,,,,,
2445,Kalikot,Mahawai Rural Municipality,2,yotha,20/10/2021,Landslide,,,,,,,,
2446,Nawalparasi (Bardghat Susta East),Bulingtar Rural Municipality,4,arkhala,20/10/2021,Landslide,,,,,,,,
2447,Sunsari,Dharan Submetropolitan City,13,Nageshwari,20/10/2021,Landslide,,,,,,,,
2448,Sunsari,Itahari Submetropolitan City,2,,20/10/2021,Landslide,,,,,,,,
2449,Sunsari,Bhokraha Narsingha Rural Municipality,7,,20/10/2021,Landslide,,,,,,,,
2450,Morang,Biratnagar Metropolitan City,12,,20/10/2021,Landslide,,,,,,,,
2451,Bhojpur,Pauwadungma Rural Municipality,6,khesang,20/10/2021,Landslide,,,,,,,,
2452,Ilam,Deumai Municipality,2,Lutimaya,20/10/2021,Landslide,,,,,,,,
2453,Ilam,Suryodaya Municipality,3,Jilgau,20/10/2021,Landslide,,,,,,,,
2454,Ilam,Maijogmai Rural Municipality,3,Betini,20/10/2021,Landslide,,,,,,,,
2455,Dadeldhura,Aalital Rural Municipality,8,Sunkhola,21/10/2021,Landslide,,,,,,,,
2456,Baitadi,Purchaudi Municipality,6,Paruwa,21/10/2021,Landslide,,,,,,,,
2457,Bajura,Himali Rural Municipality,4,Bata,21/10/2021,Landslide,,,,,,,,
2458,Taplejung,Phungling Municipality,2,Bhanu,21/10/2021,Landslide,,,,,,,,
2459,Dhading,Rubivalley Rural Municipality,1,Linjo,13/01/2022,Landslide,,,,,,,,
2460,Udayapur,Katari Municipality,14,Lamidada,22/01/2022,Landslide,,,,,,,,
2461,Salyan,Kapurkot Rural Municipality,3,chorkhla,26/01/2022,Landslide,,,,,,,,
2462,Rasuwa,Aamachhodingmo Rural Municipality,5,gomggang,26/01/2022,Landslide,,,,,,,,
2463,Kavrepalanchowk,Banepa Municipality,14,Aasapuri,26/02/2022,Landslide,,,,,,,,
2464,Lamjung,Sundarbazar Municipality,9,Phulbari,8/3/2022,Landslide,,,,,,,,
2465,Shankhuwasabha,Dharmadevi Municipality,6,Bhangtar,8/3/2022,Landslide,,,,,,,,
2466,Kavrepalanchowk,Khanikhola Rural Municipality,4,Jagatthali,24/03/2022,Landslide,,,,,,,,
2467,Palpa,Tinau Rural Municipality,1,Kacal,19/04/2022,Landslide,,,,,,,,
2468,Arghakhanchi,Bhumikasthan Municipality,1,Rajime,29/04/2022,Landslide,,,,,,,,
2469,Kaski,Pokharalekhnath Metropolitan City,28,Bibirapani,5/5/2022,Landslide,,,,,,,,
2470,Chitawan,Ichchhakamana Rural Municipality,6,charkiol,27/05/2022,Landslide,,,,,,,,
2471,Solukhumbu,Mahakulung Rural Municipality,4,,30/05/2022,Landslide,,,,,,,,
2472,Shankhuwasabha,Chichila Rural Municipality,1,Nundjhaki,1/6/2022,Landslide,,,,,,,,
2473,Gulmi,Madane Rural Municipality,6,Anglung,4/6/2022,Landslide,,,,,,,,
2474,Baglung,Galkot Municipality,1,Kamul,8/6/2022,Landslide,,,,,,,,
2475,Baglung,Bareng Rural Municipality,2,Bhandar khola,8/6/2022,Landslide,,,,,,,,
2476,Kalikot,Sannitriveni Rural Municipality,1,Rengil,9/6/2022,Landslide,,,,,,,,
2477,Kalikot,Narharinath Rural Municipality,9,Sitala,9/6/2022,Landslide,,,,,,,,
2478,Baglung,Galkot Municipality,3,syala,9/6/2022,Landslide,,,,,,,,
2479,Gorkha,Palungtar Municipality,6,kiureni,9/6/2022,Landslide,,,,,,,,
2480,Surkhet,Simta Rural Municipality,8,Beltakura,10/6/2022,Landslide,,,,,,,,
2481,Tanahu,Bhanu Municipality,10,Ladari Bhanjyang,10/6/2022,Landslide,,,,,,,,
2482,Dhading,Tripurasundari Rural Municipality,5,Ghimire Gaun,10/6/2022,Landslide,,,,,,,,
2483,Bajura,Gaumul Rural Municipality,2,Raneda,12/6/2022,Landslide,,,,,,,,
2484,Rolpa,Pariwartan Rural Municipality,5,Daunne,12/6/2022,Landslide,,,,,,,,
2485,Makwanpur,Bhimphedi Rural Municipality,3,Golphinbesi,14/06/2022,Landslide,,,,,,,,
2486,Taplejung,Sirijangha Rural Municipality,1,Thalang,14/06/2022,Landslide,,,,,,,,
2487,Tanahu,Aanbookhaireni Rural Municipality,4,SAKHAR,15/06/2022,Landslide,,,,,,,,
2488,Dhading,Gangajamuna Rural Municipality,6,Sallaghari,15/06/2022,Landslide,,,,,,,,
2489,Dhading,Benighatrorang Rural Municipality,,,15/06/2022,Landslide,,,,,,,,
2490,Taplejung,Sidingba Rural Municipality,7,Thyampu,16/06/2022,Landslide,,,,,,,,
2491,Taplejung,Sirijangha Rural Municipality,6,,16/06/2022,Landslide,,,,,,,,
2492,Shankhuwasabha,Chichila Rural Municipality,1,Chichila Bajar,17/06/2022,Landslide,,,,,,,,
2493,Taplejung,Pathibhara Yangwarak Rural Municipality,4,Okhle,17/06/2022,Landslide,,,,,,,,
2494,Taplejung,Sirijangha Rural Municipality,6,Mamankhe,17/06/2022,Landslide,,,,,,,,
2495,Taplejung,Sirijangha Rural Municipality,5,Yangpang,17/06/2022,Landslide,,,,,,,,
2496,Lamjung,Rainas Municipality,1,Borangkhola,18/06/2022,Landslide,,,,,,,,
2497,Lamjung,Besishahar Municipality,4,Purankot,18/06/2022,Landslide,,,,,,,,
2498,Lamjung,Kwholasothar Rural Municipality,1,Baglungpani,18/06/2022,Landslide,,,,,,,,
2499,Lamjung,Besishahar Municipality,2,Chisapani,18/06/2022,Landslide,,,,,,,,
2500,Chitawan,Ichchhakamana Rural Municipality,6,Charkilo,18/06/2022,Landslide,,,,,,,,
2501,Taplejung,Phaktanglung Rural Municipality,2,Taku,18/06/2022,Landslide,,,,,,,,
2502,Morang,Belbari Municipality,1,Patigaun,20/06/2022,Landslide,,,,,,,,
2503,Shankhuwasabha,Chichila Rural Municipality,1,,20/06/2022,Landslide,,,,,,,,
2504,Taplejung,Meringden Rural Municipality,4,Samekham,20/06/2022,Landslide,,,,,,,,
2505,Taplejung,Sirijangha Rural Municipality,6,Mamankhe,20/06/2022,Landslide,,,,,,,,
2506,Kaski,Annapurna Rural Municipality,1,Sirpali,25/06/2022,Landslide,,,,,,,,
2507,Kaski,Pokharalekhnath Metropolitan City,23,,25/06/2022,Landslide,,,,,,,,
2508,Kaski,Pokharalekhnath Metropolitan City,24,,25/06/2022,Landslide,,,,,,,,
2509,Kaski,Pokharalekhnath Metropolitan City,25,Hemja,25/06/2022,Landslide,,,,,,,,
2510,Kaski,Pokharalekhnath Metropolitan City,16,SALGHARI,25/06/2022,Landslide,,,,,,,,
2511,Kaski,Madi Rural Municipality,12,Ghumle,25/06/2022,Landslide,,,,,,,,
2512,Kalikot,Mahawai Rural Municipality,4,Dillikote,26/06/2022,Landslide,,,,,,,,
2513,Kaski,Annapurna Rural Municipality,1,Phusre,26/06/2022,Landslide,,,,,,,,
2514,Kaski,Machhapuchhre Rural Municipality,5,,26/06/2022,Landslide,,,,,,,,
2515,Kaski,Pokharalekhnath Metropolitan City,23,Bamdi,26/06/2022,Landslide,,,,,,,,
2516,Kaski,Machhapuchhre Rural Municipality,4,,26/06/2022,Landslide,,,,,,,,
2517,Rasuwa,Naukunda Rural Municipality,4,,26/06/2022,Landslide,,,,,,,,
2518,Jajarkot,Kushe Rural Municipality,8,Lata,28/06/2022,Landslide,,,,,,,,
2519,Pyuthan,Gaumukhi Rural Municipality,6,Liwang,28/06/2022,Landslide,,,,,,,,
2520,Kapilbastu,Krishnanagar Municipality,1,Simara,28/06/2022,Landslide,,,,,,,,
2521,Rupandehi,Butwal Submetropolitan City,11,Majhgaun,28/06/2022,Landslide,,,,,,,,
2522,Rupandehi,Butwal Submetropolitan City,9,Milanchong,28/06/2022,Landslide,,,,,,,,
2523,Ramechhap,Umakunda Rural Municipality,6,Khutuki,28/06/2022,Landslide,,,,,,,,
2524,Gulmi,Malika Rural Municipality,3,Jaluke,29/06/2022,Landslide,,,,,,,,
2525,Solukhumbu,Sotang Rural Municipality,5,Gairigau,29/06/2022,Landslide,,,,,,,,
2526,Dhankuta,Chhatharjorpati Rural Municipality,2,Salte,29/06/2022,Landslide,,,,,,,,
2527,Shankhuwasabha,Dharmadevi Municipality,1,Mahabir,29/06/2022,Landslide,,,,,,,,
2528,Panchthar,Phalelung Rural Municipality,5,Khedok,29/06/2022,Landslide,,,,,,,,
2529,Ramechhap,Umakunda Rural Municipality,2,Gorunda,1/7/2022,Landslide,,,,,,,,
2530,Okhaldhunga,Molung Rural Municipality,7,Bakhre,1/7/2022,Landslide,,,,,,,,
2531,Khotang,Rawa Besi Rural Municipality,6,,1/7/2022,Landslide,,,,,,,,
2532,Panchthar,Phalelung Rural Municipality,7,Bidin,1/7/2022,Landslide,,,,,,,,
2533,Darchula,Mahakali Municipality,4,Bangabazer,2/7/2022,Landslide,,,,,,,,
2534,Khotang,Kepilasgadhi Rural Municipality,1,Phadi,2/7/2022,Landslide,,,,,,,,
2535,Darchula,Naugad Rural Municipality,6,Parigaun,3/7/2022,Landslide,,,,,,,,
2536,Jajarkot,Chhedagad Municipality,6,SANJHMELA,3/7/2022,Landslide,,,,,,,,
2537,Surkhet,Panchapuri Municipality,7,Dauri,5/7/2022,Landslide,,,,,,,,
2538,Doti,Sayal Rural Municipality,5,Sunnu,9/7/2022,Landslide,,,,,,,,
2539,Gulmi,Satyawati Rural Municipality,6,Bhaladi,9/7/2022,Landslide,,,,,,,,
2540,Palpa,Nisdi Rural Municipality,5,Galda,9/7/2022,Landslide,,,,,,,,
2541,Kalikot,Khandachakra Municipality,1,,10/7/2022,Landslide,,,,,,,,
2542,Gorkha,Siranchowk Rural Municipality,6,Gairigaun,12/7/2022,Landslide,,,,,,,,
2543,Gorkha,Aarughat Rural Municipality,1,Chumehet,13/07/2022,Landslide,,,,,,,,
2544,Solukhumbu,Thulung Dudhkoshi Rural Municipality,5,Majhitole,13/07/2022,Landslide,,,,,,,,
2545,Gorkha,Aarughat Rural Municipality,1,Chamchet,15/07/2022,Landslide,,,,,,,,
2546,Darchula,Naugad Rural Municipality,2,Thalaunpani,19/07/2022,Landslide,,,,,,,,
2547,Rolpa,Triveni Rural Municipality,2,Bhsagobari,20/07/2022,Landslide,,,,,,,,
2548,Kathmandu,Tokha Municipality,1,JHOR,20/07/2022,Landslide,,,,,,,,
2549,Kalikot,Khandachakra Municipality,7,Pili,21/07/2022,Landslide,,,,,,,,
2550,Jumla,Sinja Rural Municipality,2,Chulegum,21/07/2022,Landslide,,,,,,,,
2551,Baglung,Nisikhola Rural Municipality,6,Khawang,21/07/2022,Landslide,,,,,,,,
2552,Baglung,Bareng Rural Municipality,1,Khoriya,21/07/2022,Landslide,,,,,,,,
2553,Shyanja,Putalibazar Municipality,3,Kumalaganu,21/07/2022,Landslide,,,,,,,,
